50.70000000009926 mthalamus 2
416.1000000001603 mthalamus 2
434.0000000001644 mthalamus 2
287.00000000013097 mthalamus 6
371.00000000015007 mthalamus 6
472.4000000001731 mthalamus 6
167.70000000010387 mthalamus 10
422.5000000001618 mthalamus 10
61.500000000098645 mthalamus 14
101.60000000009637 mthalamus 14
299.60000000013383 mthalamus 14
337.6000000001425 mthalamus 14
443.2000000001665 mthalamus 14
30.10000000010029 mthalamus 18
39.4000000000999 mthalamus 18
193.3000000001097 mthalamus 18
332.8000000001414 mthalamus 18
43.40000000009967 mthalamus 22
66.40000000009837 mthalamus 22
90.80000000009699 mthalamus 22
357.500000000147 mthalamus 22
369.4000000001497 mthalamus 22
36.700000000100054 mthalamus 26
201.60000000011158 mthalamus 26
284.1000000001303 mthalamus 26
115.70000000009557 mthalamus 30
157.10000000010146 mthalamus 30
8.500000000099986 mthalamus 34
33.30000000010025 mthalamus 34
164.60000000010317 mthalamus 34
174.0000000001053 mthalamus 42
239.1000000001201 mthalamus 42
258.30000000012444 mthalamus 42
80.1000000000976 mthalamus 46
135.50000000009655 mthalamus 46
439.10000000016555 mthalamus 46
449.0000000001678 mthalamus 46
190.200000000109 mthalamus 50
367.00000000014916 mthalamus 50
426.80000000016275 mthalamus 50
60.00000000009873 mthalamus 54
99.4000000000965 mthalamus 54
116.40000000009553 mthalamus 54
257.6000000001243 mthalamus 58
254.5000000001236 mthalamus 62
447.50000000016746 mthalamus 62
204.8000000001123 mthalamus 66
282.2000000001299 mthalamus 66
469.3000000001724 mthalamus 66
20.20000000010015 mthalamus 70
35.300000000100134 mthalamus 70
276.7000000001286 mthalamus 70
284.9000000001305 mthalamus 74
404.6000000001577 mthalamus 78
49.700000000099315 mthalamus 82
200.60000000011135 mthalamus 82
212.10000000011397 mthalamus 82
326.50000000013995 mthalamus 86
350.4000000001454 mthalamus 86
454.200000000169 mthalamus 86
159.20000000010194 mthalamus 90
300.9000000001341 mthalamus 90
338.30000000014263 mthalamus 94
75.90000000009783 mthalamus 102
86.50000000009723 mthalamus 102
196.9000000001105 mthalamus 102
180.80000000010685 mthalamus 106
191.70000000010933 mthalamus 106
142.90000000009823 mthalamus 110
261.50000000012517 mthalamus 110
370.10000000014986 mthalamus 110
51.300000000099224 mthalamus 114
60.90000000009868 mthalamus 118
202.6000000001118 mthalamus 118
240.9000000001205 mthalamus 118
166.20000000010353 mthalamus 122
27.600000000100255 mthalamus 126
79.10000000009765 mthalamus 126
96.00000000009669 mthalamus 126
286.6000000001309 mthalamus 126
390.1000000001544 mthalamus 126
118.90000000009539 mthalamus 130
414.2000000001599 mthalamus 130
26.800000000100244 mthalamus 134
212.80000000011412 mthalamus 134
34.90000000010016 mthalamus 138
162.20000000010262 mthalamus 138
232.60000000011863 mthalamus 138
291.2000000001319 mthalamus 138
478.70000000017455 mthalamus 138
162.6000000001027 mthalamus 142
184.1000000001076 mthalamus 142
168.40000000010403 mthalamus 146
376.5000000001513 mthalamus 146
473.7000000001734 mthalamus 146
80.40000000009758 mthalamus 150
321.70000000013886 mthalamus 150
338.1000000001426 mthalamus 150
465.8000000001716 mthalamus 150
143.7000000000984 mthalamus 154
255.50000000012383 mthalamus 154
443.00000000016644 mthalamus 154
164.90000000010323 mthalamus 158
235.90000000011938 mthalamus 158
271.60000000012747 mthalamus 158
353.40000000014606 mthalamus 162
480.80000000017503 mthalamus 162
598.6000000001034 mthalamus 2
703.1000000000083 mthalamus 2
781.0999999999374 mthalamus 2
841.1999999998827 mthalamus 6
982.0999999997546 mthalamus 6
593.7000000001078 mthalamus 10
611.5000000000916 mthalamus 10
917.2999999998135 mthalamus 10
695.1000000000156 mthalamus 14
648.0000000000584 mthalamus 18
772.5999999999451 mthalamus 22
781.499999999937 mthalamus 22
638.0000000000675 mthalamus 26
679.6000000000297 mthalamus 30
741.1999999999737 mthalamus 30
838.0999999998855 mthalamus 30
511.9000000001821 mthalamus 34
670.3000000000382 mthalamus 34
534.6000000001616 mthalamus 42
889.3999999998389 mthalamus 42
516.500000000178 mthalamus 46
721.4999999999916 mthalamus 54
799.1999999999209 mthalamus 54
635.30000000007 mthalamus 58
677.3000000000318 mthalamus 62
748.9999999999666 mthalamus 62
938.1999999997945 mthalamus 62
972.3999999997634 mthalamus 62
743.5999999999715 mthalamus 66
812.7999999999086 mthalamus 66
601.7000000001005 mthalamus 70
839.9999999998838 mthalamus 70
892.4999999998361 mthalamus 74
601.1000000001011 mthalamus 78
754.9999999999611 mthalamus 78
857.4999999998679 mthalamus 78
682.7000000000269 mthalamus 82
533.1000000001629 mthalamus 90
546.9000000001504 mthalamus 90
601.1000000001011 mthalamus 90
695.1000000000156 mthalamus 90
821.099999999901 mthalamus 94
881.2999999998462 mthalamus 94
504.3000000001804 mthalamus 98
576.1000000001238 mthalamus 98
592.400000000109 mthalamus 106
611.9000000000913 mthalamus 106
689.100000000021 mthalamus 106
891.1999999998372 mthalamus 110
705.2000000000064 mthalamus 114
627.1000000000774 mthalamus 118
636.9000000000685 mthalamus 118
560.8000000001377 mthalamus 122
753.0999999999628 mthalamus 122
616.5000000000871 mthalamus 126
818.4999999999034 mthalamus 126
722.199999999991 mthalamus 130
640.7000000000651 mthalamus 134
828.1999999998945 mthalamus 138
620.7000000000833 mthalamus 142
995.9999999997419 mthalamus 142
680.7000000000287 mthalamus 146
818.7999999999031 mthalamus 146
711.9000000000003 mthalamus 150
684.6000000000251 mthalamus 154
875.8999999998512 mthalamus 154
585.2000000001156 mthalamus 158
738.2999999999763 mthalamus 162
