edge_type_id target_query source_query distance_range target_sections delay syn_weight model_template dynamics_params
100 pop_name=='PyrA' * "[0.0, 300.0]" ['somatic'] 2.0 0.009 Exp2Syn AMPA_ExcToExc.json
101 pop_name=='PyrC' * "[0.0, 300.0]" ['somatic'] 2.0 0.009 Exp2Syn AMPA_ExcToExc.json
